clean_org,Year,Organisation,Org_type,Local_type,PC.USD.m,TV.USD.m,Cash.USD,Vouchers.USD,Source.PC,Source.TV,Comment,Reasons.for.year-on-year.change,source,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.name,PC.USD.m_subgrant,PC.USD.m_undoubled
wali ti kodro,2024,Wali Ti Kodro,NGO,,0.005,0.004,,,,,,,FTS,Local NGOs/CSOs,Wali Ti Kodro,0,0.005
wamo relief and rehabilitation services,2020,Wamo Relief and Rehabilitation Services,NGO,,0.22,0.171704329964598,,,,,,,FTS,National NGOs/CSOs,Wamo Relief and Rehabilitation Services,0,0.22
war child,2017,War Child,NGO,International,0,0,0,0,Survey,Survey,,,Survey,,,0,0
war child,2018,War Child,NGO,International,0.42566,0.3482,0.3482,0,Survey,Survey,,,Survey,,,0,0.42566
war child,2019,War Child,NGO,,0.0921147,0.0707677698988579,,,,,,,FTS,International NGOs,War Child Holland,0,0.0921147
war child,2020,War Child,NGO,International,0.28570391311102,0.259730830100928,0.211050336104648,0.0486804939962797,Survey,Survey,,,Survey,,,0,0.28570391311102
war child,2022,War Child,NGO,,0.19074055,0.150786769549358,,,,,,,FTS,International NGOs,War Child Holland,0,0.19074055
war child,2023,War Child,NGO,International,1.230964308,1.02580359,1.02580359,0,Estimate,Survey,,,Survey,,,0,1.230964308
war child,2024,War Child,NGO,,0.09462,0.075696,,,,,,,FTS,International NGOs,War Child,0,0.09462
war child,2024,War Child,NGO,,0.24078025,0.1926242,,,,,,,FTS,International NGOs,War Child Holland,0,0.24078025
wardi relief and development initiatives,2023,Wardi Relief and Development Initiatives,NGO,,0.299531,0.2396248,,,,,,,FTS,National NGOs/CSOs,Wardi Relief and Development Initiatives,0,0.299531
watan foundation,2021,WATAN Foundation,NGO,,0.08366,0.0659314253633796,,,,,,,FTS,International NGOs,WATAN Foundation,0,0.08366
watan foundation,2023,WATAN Foundation,NGO,,0.24798462,0.198387696,,,,,,,FTS,International NGOs,WATAN Foundation,0,0.24798462
watan khayr charity foundation,2019,Watan Khayr Charity Foundation,NGO,,0.0966466,0.0742494341327384,,,,,,,FTS,International NGOs,Watan Khayr Charity Foundation,0,0.0966466
welfare association,2024,Welfare Association,NGO,,0.1107,0.08856,,,,,,,FTS,International NGOs,Welfare Association,0,0.1107
welfare association for the development of afghanistan,2024,Welfare Association for the Development of Afghanistan,NGO,,0.425248,0.3401984,,,,,,,FTS,Local NGOs/CSOs,Welfare Association for the Development of Afghanistan,0,0.425248
weworld gruppo volontariato civile onlus,2020,WeWorld - Gruppo Volontariato Civile Onlus,NGO,,0.103448,0.0807384978462626,,,,,,,FTS,International NGOs,WeWorld - Gruppo Volontariato Civile Onlus,0,0.103448
weworld gruppo volontariato civile onlus,2021,WeWorld - Gruppo Volontariato Civile Onlus,NGO,,0.0797069,0.0628160354804729,,,,,,,FTS,International NGOs,WeWorld - Gruppo Volontariato Civile Onlus,0,0.0797069
weworld gruppo volontariato civile onlus,2022,WeWorld - Gruppo Volontariato Civile Onlus,NGO,,0.590121,0.466510342102068,,,,,,,FTS,International NGOs,WeWorld - Gruppo Volontariato Civile Onlus,0,0.590121
weworld gruppo volontariato civile onlus,2023,WeWorld - Gruppo Volontariato Civile Onlus,NGO,,0.01426297,0.011410376,,,,,,,FTS,International NGOs,WeWorld - Gruppo Volontariato Civile Onlus,0,0.01426297
weworld gruppo volontariato civile onlus,2024,WeWorld - Gruppo Volontariato Civile Onlus,NGO,,2.170405,1.736324,,,,,,,FTS,International NGOs,WeWorld - Gruppo Volontariato Civile Onlus,0,2.170405
woman support association,2023,Woman Support Association,NGO,,0.12999935,0.10399948,,,,,,,FTS,National NGOs/CSOs,Woman Support Association,0,0.12999935
woman support association,2024,Woman Support Association,NGO,,0.145,0.116,,,,,,,FTS,National NGOs/CSOs,Woman Support Association,0,0.145
women agency for resilience and transformation,2024,Women Agency for Resilience and Transformation,NGO,,0.05112,0.040896,,,,,,,FTS,National NGOs/CSOs,Women Agency for Resilience and Transformation,0,0.05112
women and children child care organization,2017,Women and Children Child Care Organization,NGO,,0.370257,0.282346772890864,,,,,,,FTS,National NGOs/CSOs,Women and Children Child Care Organization,0,0.370257
women empowerment action,2024,Women Empowerment-Action,NGO,,0.05001,0.040008,,,,,,,FTS,National NGOs/CSOs,Women Empowerment-Action,0,0.05001
women s affairs center,2023,Women's Affairs Center,NGO,,0.0319908,0.02559264,,,,,,,FTS,Local NGOs/CSOs,Women's Affairs Center,0,0.0319908
women s affairs center,2024,Women's Affairs Center,NGO,,0.04485,0.03588,,,,,,,FTS,Local NGOs/CSOs,Women's Affairs Center,0,0.04485
women s evangelical association of bossangoa,2024,Women's Evangelical Association of Bossangoa,NGO,,0.022,0.0176,,,,,,,FTS,National NGOs/CSOs,Women's Evangelical Association of Bossangoa,0,0.022
women s peace and humanitarian fund,2023,Women's Peace and Humanitarian Fund,Other,,3.442083,2.7536664,,,,,,,FTS,Other Pooled Funds,Women's Peace and Humanitarian Fund,0,3.442083
womens refugee commission,2019,Womens Refugee Commission,NGO,International,0.115103,0.01,0.01,,Survey,Survey,,,Survey,,,0,0.115103
womens refugee commission,2020,Womens Refugee Commission,NGO,,0.110375,0.0861448428174661,,,,,,,FTS,International NGOs,Women's Refugee Commission,0,0.110375
womens refugee commission,2021,Womens Refugee Commission,NGO,,0.040728,0.0320972399258872,,,,,,,FTS,International NGOs,Women's Refugee Commission,0,0.040728
womens refugee commission,2022,Womens Refugee Commission,NGO,,0.039636,0.0313335806039059,,,,,,,FTS,International NGOs,Women's Refugee Commission,0,0.039636
womens refugee commission,2023,Womens Refugee Commission,NGO,,0.018427,0.0147416,,,,,,,FTS,International NGOs,Women's Refugee Commission,0,0.018427
world bank,2024,World Bank,UN,,35.693924,28.5551392,,,,,,,FTS,Other Multilateral Organizations,World Bank,0,35.693924
world concern,2024,World Concern,NGO,,0.063153,0.0505224,,,,,,,FTS,International NGOs,World Concern,0,0.063153
world food programme,2015,World Food Programme,UN,International,737.020406,680.520406,,,Survey,Survey,,,Survey,,,0,737.020406
world food programme,2016,World Food Programme,UN,International,1160,880,,,Estimate,Survey,,,Survey,,,0,1160
world food programme,2017,World Food Programme,UN,International,1894.90873057296,1445,706,739,Estimate,Survey,,,Survey,,,0,1894.90873057296
world food programme,2018,World Food Programme,UN,International,2289.62674296221,1746,1080,666,Estimate,Survey,,,Survey,,,0,2289.62674296221
world food programme,2019,World Food Programme,UN,International,2772.50945282602,2130,1260,870,Estimate,Survey,,,Survey,,,46.42174008,2726.08771274602
world food programme,2020,World Food Programme,UN,International,2731.67252157651,2132,1160,972,Estimate,Survey,,,Survey,,,0,2731.67252157651
world food programme,2021,World Food Programme,UN,International,2918.45654692724,2300,1300,1000,Estimate,Survey,,,Survey,,,5.18575234770374,2913.27079457954
world food programme,2022,World Food Programme,UN,International,4174.39684450539,3300,2200,1100,Estimate,Survey,,WFP has overall increased the CBT distribution as a response for Global Food Crisis                  ,Survey,,,8.90610975,4165.49073475539
world food programme,2023,World Food Programme,UN,International,3480,2900,1963,967,Estimate,Survey,,,Survey,,,1.07687715,3478.92312285
world food programme,2024,World Food Programme,UN,,988.73454476,790.987635808,,,,,,,FTS,UN Agencies,World Food Programme,0,988.73454476
world food programme qatar charity,2020,World Food Programme; Qatar Charity,Other,,0.917367,0.715981300302881,,,,,,,FTS,UN Agencies; International NGOs,World Food Programme; Qatar Charity,0,0.917367
world health organization,2018,World Health Organization,UN,,2,1.52513941878676,,,,,,,FTS,UN Agencies,World Health Organization,0,2
world health organization,2019,World Health Organization,UN,,0.2361872,0.181452487199714,,,,,,,FTS,UN Agencies,World Health Organization,0,0.2361872
world health organization,2020,World Health Organization,UN,,2.87600125,2.24464485276635,,,,,,,FTS,UN Agencies,World Health Organization,0,2.87600125
world health organization,2021,World Health Organization,UN,,0.2589918,0.204108277927652,,,,,,,FTS,UN Agencies,World Health Organization,0,0.2589918
world health organization,2022,World Health Organization,UN,,0.5688045,0.449658937547038,,,,,,,FTS,UN Agencies,World Health Organization,0,0.5688045
world health organization,2023,World Health Organization,UN,,0.7960506,0.63684048,,,,,,,FTS,UN Agencies,World Health Organization,0,0.7960506
world health organization,2024,World Health Organization,UN,,1.60425706,1.283405648,,,,,,,FTS,UN Agencies,World Health Organization,0,1.60425706
world relief,2019,World Relief,NGO,,0.3506202,0.269366448954309,,,,,,,FTS,International NGOs,World Relief,0,0.3506202
world relief,2020,World Relief,NGO,,0.349626,0.272874082128194,,,,,,,FTS,International NGOs,World Relief,0,0.349626
world relief,2021,World Relief,NGO,,0.1249797,0.0984949768406356,,,,,,,FTS,International NGOs,World Relief,0,0.1249797
world relief,2023,World Relief,NGO,,0.00327288,0.002618304,,,,,,,FTS,International NGOs,World Relief,0,0.00327288
world relief,2024,World Relief,NGO,,0.8943561,0.71548488,,,,,,,FTS,International NGOs,World Relief,0,0.8943561
world relief deutschland e v,2019,World Relief Deutschland e.V.,NGO,,1.114827,0.856473729090297,,,,,,,FTS,International NGOs,World Relief Deutschland e.V.,0,1.114827
world vision international,2015,World Vision International,NGO,International,6.47813361,5.48928302293541,,,Survey,Survey,,,Survey,,,0,6.47813361
world vision international,2016,World Vision International,NGO,International,102.616,80.8,,,Estimate,Survey,,,Survey,,,0,102.616
world vision international,2017,World Vision International,NGO,International,180.833787,144.036177,,,Survey,Survey,,,Survey,,,0,180.833787
world vision international,2018,World Vision International,NGO,International,163.403179,125.259866,,,Survey,Survey,,,Survey,,,0,163.403179
world vision international,2019,World Vision International,NGO,International,320.537115,268.270107,194.72038,73.549787,Survey,Survey,,,Survey,,,9.57209019,310.96502481
world vision international,2020,World Vision International,NGO,International,410,359,311,48,Survey,Survey,,,Survey,,,9.71077602,400.28922398
world vision international,2021,World Vision International,NGO,International,412.344331,372.67521,306.205031,102.78556,Survey,Survey,For USD3 million of CVA transfers the modality breakdown is not available,,Survey,,,23.60426939,388.74006161
world vision international,2022,World Vision International,NGO,International,352.731374,314.383877,226.913011,87.470867,Survey,Survey,Around 7m are combined cash and vouchers - here captured under vouchers.,,Survey,,,4.61898065112814,348.112393348872
world vision international,2023,World Vision International,NGO,International,435.991537,378.607749,227.164649,151.4430996,Survey,Survey,,,Survey,,,1.42792268,434.56361432
world vision international,2024,World Vision International,NGO,,2.92970461,2.343763688,,,,,,,FTS,International NGOs,World Vision International,0,2.92970461
world vision international,2024,World Vision International,NGO,,26.349508,21.0796064,,,,,,,FTS,International NGOs,World Vision UK,0,26.349508
world vision international,2024,World Vision International,NGO,,3.774089,3.0192712,,,,,,,FTS,International NGOs,World Vision USA,0,3.774089
world vision international,2024,World Vision International,NGO,,0.146503,0.1172024,,,,,,,FTS,Internationally Affiliated Organizations,World Vision Ethiopia,0,0.146503
world vision international,2024,World Vision International,NGO,,3.356522,2.6852176,,,,,,,FTS,Internationally Affiliated Organizations,World Vision Guatemala,0,3.356522
world vision international,2024,World Vision International,NGO,,0.387446,0.3099568,,,,,,,FTS,Internationally Affiliated Organizations,World Vision Romania,0,0.387446
yemen general union of sociologists social workers and psychologists,2023,"Yemen General Union of Sociologists, Social Workers and Psychologists",NGO,,0.241561,0.1932488,,,,,,,FTS,Local NGOs/CSOs,"Yemen General Union of Sociologists, Social Workers and Psychologists",0,0.241561
yemen general union of sociologists social workers and psychologists,2024,"Yemen General Union of Sociologists, Social Workers and Psychologists",NGO,,0.5511,0.44088,,,,,,,FTS,Local NGOs/CSOs,"Yemen General Union of Sociologists, Social Workers and Psychologists",0,0.5511
yemen women union,2022,Yemen Women Union,NGO,,0.224991,0.177862893169174,,,,,,,FTS,National NGOs/CSOs,Yemen Women Union,0,0.224991
yemen women union,2024,Yemen Women Union,NGO,,0.47925,0.3834,,,,,,,FTS,National NGOs/CSOs,Yemen Women Union,0,0.47925
yemeni association for relief and development,2017,Yemeni Association for relief and development,NGO,,0.06,0.0457541825636027,,,,,,,FTS,National NGOs/CSOs,Yemeni Association for relief and development,0,0.06
yfca,2016,YFCA,NGO,National,0.5,0.364691060472708,,,Survey,Estimate,"Unknown whether value is PC or TV, so assumed it's PC to avoid overestimation.",,Survey,,,0,0.5
yfca,2021,YFCA,NGO,,1.519683,1.19764363244677,,,,,,,FTS,National NGOs/CSOs,Yemen Family Care Association,0,1.519683
yfca,2024,YFCA,NGO,,0.59922,0.479376,,,,,,,FTS,National NGOs/CSOs,Yemen Family Care Association,0,0.59922
youth empowerment and development aid,2018,Youth Empowerment and Development Aid,NGO,,0.090197,0.0687815000781546,,,,,,,FTS,National NGOs/CSOs,Youth Empowerment and Development Aid,0,0.090197
youth empowerment and development aid,2019,Youth Empowerment and Development Aid,NGO,,0.0607421,0.0466655480175631,,,,,,,FTS,National NGOs/CSOs,Youth Empowerment and Development Aid,0,0.0607421
youth empowerment and development aid,2020,Youth Empowerment and Development Aid,NGO,,0.02324325,0.0181407575793166,,,,,,,FTS,National NGOs/CSOs,Youth Empowerment and Development Aid,0,0.02324325
youth leadership development foundation,2017,Youth Leadership Development Foundation,NGO,,1.499996,1.14385151381123,,,,,,,FTS,National NGOs/CSOs,Youth Leadership Development Foundation,0,1.499996
zamzam foundation,2018,Zamzam Foundation,NGO,,0.100096,0.0763301776314397,,,,,,,FTS,National NGOs/CSOs,Zamzam Foundation,0,0.100096
zamzam foundation,2019,Zamzam Foundation,NGO,,0.0279195,0.0214493533788979,,,,,,,FTS,National NGOs/CSOs,Zamzam Foundation,0,0.0279195
zaporizhzhia charitable foundation unity for the future,2023,"Zaporizhzhia charitable foundation """"""""""""""""""""""""""""""""Unity for the Future""""""""""""""""""""""""""""""""",NGO,,1.916776,1.5334208,,,,,,,FTS,Local NGOs/CSOs,"Zaporizhzhia charitable foundation """"""""""""""""""""""""""""""""Unity for the Future""""""""""""""""""""""""""""""""",0,1.916776
zaporizhzhia charitable foundation unity for the future,2024,"Zaporizhzhia charitable foundation """"""""""""""""""""""""""""""""Unity for the Future""""""""""""""""""""""""""""""""",NGO,,2.927851,2.3422808,,,,,,,FTS,Local NGOs/CSOs,"Zaporizhzhia charitable foundation """"""""""""""""""""""""""""""""Unity for the Future""""""""""""""""""""""""""""""""",0,2.927851
zionist organization of america,2019,Zionist Organization of America,NGO,,0.780379,0.599531687188916,,,,,,,FTS,International NGOs,Zionist Organization of America,0,0.780379
zionist organization of america,2020,Zionist Organization of America,NGO,,1.059086,0.82658932729494,,,,,,,FTS,International NGOs,Zionist Organization of America,0,1.059086
zoa,2017,ZOA,NGO,,2.414991,1.84159898505763,,,,,,,FTS,International NGOs,ZOA,0,2.414991
zoa,2018,ZOA,NGO,,2.598195,1.98130480609733,,,,,,,FTS,International NGOs,ZOA,0,2.598195
zoa,2019,ZOA,NGO,,2.6656684,2.04791860536762,,,,,,,FTS,International NGOs,ZOA,0,2.6656684
zoa,2020,ZOA,NGO,International,9.11426806049287,6.37998752786649,5.24169783695849,1.138289690908,Survey,Survey,,,Survey,,,0,9.11426806049287
zoa,2021,ZOA,NGO,International,9.0288115586864,6.32016799004065,5.47389218610658,0.846275526496936,Survey,Survey,CVA programming cost is calculated based on an internal 70/30 estimate (70% of programming budgets to be transferred to recipients),,Survey,,,0.101615803170097,8.9271957555163
zoa,2022,ZOA,NGO,International,12.899983,9.029988,7.692815,1.067172,Survey,Survey,,,Survey,,,0,12.899983
